date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,high
2023-08-27,24.8,21.1,28.3,0,0,36,11.2,,1012.9,,82.94
2023-08-28,23.3,21.1,25,0,0,115,13.3,,1016.8,,77
2023-08-29,22.4,20,25.6,0,0,74,13.3,,1013.5,,78.08
2023-08-30,24.8,21.1,29.4,5.3,0,260,18.4,,1006.4,,84.92
2023-08-31,21.9,18.3,25,0,0,3,18.7,,1013.6,,77
2023-09-01,20.5,16.7,24.4,0,0,59,16.2,,1024.1,,75.92
2023-09-02,21.3,18.3,26.1,0,0,200,13.7,,1021.2,,78.98
2023-09-03,25.2,21.1,32.2,0,0,277,12.2,,1013.4,,89.96
2023-09-04,27.6,24.4,31.7,0,0,339,7.2,,1011.1,,89.06
2023-09-05,28.5,25,32.2,0,0,13,7.9,,1012.6,,89.96
2023-09-06,29.4,25.6,33.9,0,0,9,7.6,,1010,,93.02
2023-09-07,30.7,25.6,35.6,0,0,351,10.4,,1009,,96.08
2023-09-08,26.6,23.3,32.2,1.8,0,80,10.1,,1013.4,,89.96
2023-09-09,25.8,23.9,31.1,0,0,99,10.4,,1017.8,,87.98
2023-09-10,24.3,21.1,26.7,53.3,0,68,10.1,,1018.4,,80.06
2023-09-11,23.8,22.2,27.8,46.2,0,40,12.2,,1015.4,,82.04
2023-09-12,23.4,20.6,28.3,0,0,39,11.2,,1015,,82.94
2023-09-13,24.7,22.8,27.2,3,0,229,12.2,,1012.7,,80.96
2023-09-14,22.8,17.2,26.1,0,0,351,18.4,,1016.6,,78.98
2023-09-15,18.1,14.4,20.6,0,0,359,21.6,,1016.9,,69.08
2023-09-16,20,16.7,25,0,0,309,20.5,,1012.3,,77
2023-09-17,21.1,16.7,26.1,2,0,293,10.4,,1013.2,,78.98
2023-09-18,20,17.8,21.7,33,0,24,14.4,,1008.2,,71.06
2023-09-19,19.4,16.1,24.4,0,0,297,22.3,,1013.4,,75.92
2023-09-20,20.2,16.1,24.4,0,0,301,13.7,,1020.3,,75.92
2023-09-21,19.6,15.6,22.8,0,0,28,10.4,,1024.3,,73.04
2023-09-22,18.8,16.1,22.2,0,0,59,20.9,,1026.8,,71.96
2023-09-23,16.7,15,17.2,22.9,0,53,38.2,,1020.1,,62.96
2023-09-24,17.6,16.7,18.9,18.3,0,60,33.5,,1015.4,,66.02
2023-09-25,16.8,15,17.8,10.9,0,47,34.6,,1017.8,,64.04
2023-09-26,16,13.3,17.8,6.6,0,44,23,,1026.2,,64.04
2023-09-27,15.6,11.7,18.9,0,0,49,19.1,,1026.6,,66.02
2023-09-28,15.9,13.3,19.4,19.6,0,52,20.2,,1024.6,,66.92
2023-09-29,16.3,15,17.2,104.1,0,45,27.4,,1021,,62.96
2023-09-30,16.1,13.9,18.9,2.3,0,0,13.7,,1021.1,,66.02
2023-10-01,19.6,16.1,25,0,0,356,10.8,,1021.2,,77
2023-10-02,21.7,18.3,26.1,0,0,41,10.8,,1021.7,,78.98
2023-10-03,21.4,17.2,28.3,0,0,235,5.8,,1021,,82.94
2023-10-04,22.9,18.9,28.9,0,0,81,9.4,,1021.8,,84.02
2023-10-05,21.2,17.2,25.6,0,0,158,11.2,,1022.6,,78.08
2023-10-06,20.2,19.4,21.7,3.3,0,71,12.6,,1016.2,,71.06
2023-10-07,19.4,12.8,21.1,20.3,0,54,19.4,,1006,,69.98
2023-10-08,13.9,11.1,16.7,0,0,261,25.6,,1004.3,,62.06
2023-10-09,13.4,10,16.7,0,0,231,16.9,,1008.2,,62.06
2023-10-10,15.1,12.2,18.3,0.3,0,208,10.4,,1009.5,,64.94
2023-10-11,17.3,13.9,21.7,0,0,206,10.4,,1010.8,,71.06
2023-10-12,17.5,13.3,21.7,0,0,348,6.5,,1011.7,,71.06
2023-10-13,15.6,12.2,18.3,0,0,340,14.4,,1014.2,,64.94
2023-10-14,13.2,10,15,18,0,23,13,,1008.8,,59
2023-10-15,12.8,10.6,16.1,0.3,0,336,25.6,,999.7,,60.98
2023-10-16,13.2,10,18.3,0,0,322,16.9,,1003.3,,64.94
2023-10-17,14.6,11.7,17.8,0,0,352,11.2,,1012.6,,64.04
2023-10-18,15.1,13.3,17.2,0,0,69,7.9,,1020,,62.96
2023-10-19,15.1,11.1,18.9,0,0,196,12.6,,1019.4,,66.02
2023-10-20,16.7,15.6,18.3,23.9,0,143,15.5,,1006.5,,64.94
2023-10-21,16.4,14.4,18.3,15.2,0,311,22.3,,992.9,,64.94
2023-10-22,13.6,9.4,14.4,0,0,283,27.4,,1003.9,,57.92
2023-10-23,11.8,8.9,16.7,0,0,329,18,,1019.4,,62.06
2023-10-24,13.7,10,18.9,0,0,133,11.5,,1027.1,,66.02
2023-10-25,16.6,11.7,23.3,0,0,211,14.4,,1024.9,,73.94
2023-10-26,20.3,15,26.7,0,0,222,7.6,,1022.5,,80.06
2023-10-27,20.6,17.2,24.4,0,0,225,9,,1018.7,,75.92
2023-10-28,22.7,17.8,27.8,0,0,268,15.1,,1015.8,,82.04
2023-10-29,15.2,11.1,17.8,10.7,0,38,17.6,,1018.5,,64.04
2023-10-30,13.1,10.6,15.6,14.2,0,1,16.2,,1009.9,,60.08
2023-10-31,10.1,7.8,11.1,0,0,40,14,,1017.4,,51.98
2023-11-01,8.4,5,10,0,0,338,21.6,,1017.7,,50
2023-11-02,6.4,3.3,10,0,0,278,13.7,,1030.6,,50
2023-11-03,9.1,5.6,13.3,0,0,194,14.8,,1030.3,,55.94
2023-11-04,11.9,8.9,16.7,0,0,207,9.7,,1022.6,,62.06
2023-11-05,14.3,10,18.3,0,0,350,7.9,,1017.1,,64.94
2023-11-06,10.6,7.2,13.3,0,0,75,13.7,,1019.2,,55.94
2023-11-07,14.7,12.8,18.9,1.3,0,242,18.4,,1008.9,,66.02
2023-11-08,10.6,6.7,12.8,0,0,346,18.4,,1017.5,,55.04
2023-11-09,9.8,6.1,14.4,0,0,37,8.6,,1012.8,,57.92
2023-11-10,11.6,8.3,12.2,0,0,269,15.1,,1019,,53.96
2023-11-11,9.9,6.1,12.8,0,0,322,18.7,,1026.3,,55.04
2023-11-12,5.8,2.8,7.8,0,0,14,13,,1031.4,,46.04
2023-11-13,5.7,2.8,10,0,0,149,10.4,,1025.4,,50
2023-11-14,9.4,6.7,12.2,0,0,317,21.2,,1024.9,,53.96
2023-11-15,8.2,5.6,11.7,0,0,263,10.8,,1028.5,,53.06
2023-11-16,12.1,7.8,18.9,0,0,215,10.8,,1023.1,,66.02
2023-11-17,14.1,9.4,18.9,0,0,186,14.4,,1015.5,,66.02
2023-11-18,13.4,6.1,16.1,0,0,325,19.8,,1007.6,,60.98
2023-11-19,8.8,5,13.3,0,0,277,17.3,,1013.7,,55.94
2023-11-20,6.5,3.9,7.8,0,0,4,17.6,,1027.8,,46.04
2023-11-21,4.9,1.7,8.9,15.5,0,88,23.8,,1029.1,,48.02
2023-11-22,10.4,8.9,12.2,45.2,0,350,18.4,,1006.1,,53.96
2023-11-23,9.8,7.2,11.7,0,0,308,22,,1010.9,,53.06
2023-11-24,9.1,1.1,10.6,0,0,321,22.3,,1020.6,,51.08
2023-11-25,2.3,0,5,0,0,28,10.1,,1028.8,,41
2023-11-26,5.2,2.2,12.8,7.6,0,93,16.6,,1019.1,,55.04
2023-11-27,9.9,3.3,13.3,0.8,0,274,23,,1006.5,,55.94
2023-11-28,3.2,0.6,4.4,0,0,280,29.9,,1011.7,,39.92
2023-11-29,0.7,-2.1,3.3,0,0,248,18.7,,1018.8,,37.94
2023-11-30,5.1,2.2,11.1,0,0,227,16.2,,1020,,51.98
2023-12-01,7.7,5,9.4,11.7,0,192,11.2,,1019.9,,48.92
2023-12-02,9.9,8.3,15,0,0,216,10.1,,1016,,59
2023-12-03,9.7,8.3,11.1,16,0,57,17.6,,1009.1,,51.98
2023-12-04,9.5,6.7,11.7,0,0,263,22,,1008.2,,53.06
2023-12-05,6.1,3.9,6.7,0,0,328,16.2,,1015.8,,44.06
2023-12-06,3.9,1.7,5,0,0,351,19.8,,1015.6,,41
2023-12-07,2.1,0.6,4.4,0,0,270,15.5,,1016.8,,39.92
2023-12-08,6.3,2.8,10,0,0,220,9.4,,1021.3,,50
2023-12-09,8.7,5,13.9,0,0,87,7.6,,1021.8,,57.02
2023-12-10,11.6,7.8,15.6,34.3,0,175,15.5,,1011.3,,60.08
2023-12-11,8.3,3.9,9.4,12.7,0,312,32,,1010.1,,48.92
2023-12-12,4.8,2.8,7.2,0,0,254,18.4,,1027.7,,44.96
2023-12-13,6.2,2.8,8.3,0,0,283,19.8,,1031.3,,46.94
2023-12-14,3.3,1.1,5.6,0,0,289,16.9,,1035.9,,42.08
2023-12-15,7.2,3.3,15,0,0,259,15.8,,1027.7,,59
2023-12-16,10.3,6.7,11.7,0,0,29,13.3,,1031.2,,53.06
2023-12-17,9.2,7.8,15,5.8,0,57,20.2,,1021.3,,59
2023-12-18,13.4,6.1,17.2,54.1,0,212,34.9,,992.2,,62.96
2023-12-19,5.6,0.6,6.7,0,0,291,25.2,,1015,,44.06
2023-12-20,2.3,0,7.2,0,0,325,18.4,,1027.5,,44.96
2023-12-21,3.6,-1,5.6,0,0,358,19.4,,1029.7,,42.08
2023-12-22,-0.1,-3.2,3.9,0,0,23,9,,1031.6,,39.02
2023-12-23,2.6,0,5.6,0,0,62,9.4,,1031.7,,42.08
2023-12-24,6.1,4.4,8.9,0.3,0,43,7.2,,1029.5,,48.02
2023-12-25,6.8,5.6,8.9,0,0,45,8.3,,1029.9,,48.02
2023-12-26,7.1,5.6,9.4,0,0,73,7.2,,1025.7,,48.92
2023-12-27,6.7,6.1,8.9,5.3,0,50,15.1,,1017.9,,48.02
2023-12-28,9.5,8.3,11.1,30,0,56,20.2,,1005.5,,51.98
2023-12-29,9.8,7.8,13.3,0.3,,310,14.8,,1004.3,,55.94
2023-12-30,7.2,4.4,8.3,0,0,278,19.8,,1004.2,,46.94
2023-12-31,5.4,4.4,6.7,0,0,299,18.7,,1014.1,,44.06
2024-01-01,6.1,2.2,8.3,0.3,0,316,10.8,,1016.5,,46.94
2024-01-02,2.6,-1,6.1,0,0,327,15.1,,1017.8,,42.98
2024-01-03,4.1,1.7,6.1,0,0,309,14.8,,1016.2,,42.98
2024-01-04,4.8,-1.6,7.2,0,0,303,24.1,,1016,,44.96
2024-01-05,0.1,-2.7,3.3,0,0,290,19.1,,1024.3,,37.94
2024-01-06,1.6,0,3.3,8.6,0,66,19.4,,1017.4,,37.94
2024-01-07,2.7,1.7,3.9,4.3,0,356,25.6,,1005.4,,39.02
2024-01-08,4.1,2.8,7.2,0,0,327,17.6,,1026.3,,44.96
2024-01-09,4.9,0.6,13.9,49.5,0,113,24.5,,1016.9,,57.02
2024-01-10,10.9,7.2,13.3,8.1,0,245,29.5,,992.8,,55.94
2024-01-11,7,5.6,7.8,0,0,247,20.5,,1010.6,,46.04
2024-01-12,7.2,5.6,10,1.5,0,79,19.4,,1017.8,,50
2024-01-13,10.3,2.2,15.6,26.2,0,221,32.8,,995.7,,60.08
2024-01-14,2.9,-2.7,7.2,0,0,250,31.3,,1012.6,,44.96
2024-01-15,-2.5,-4.3,-1,1,0,257,13.3,,1023.2,,30.2
2024-01-16,-2.2,-4.9,0,8.4,50,356,21.2,,1011.4,,32
2024-01-17,-4.9,-7.1,-3.8,0,30,272,25.9,,1015.6,,25.16
2024-01-18,-2.9,-4.9,1.1,0,30,242,15.8,,1020.1,,33.98
2024-01-19,-0.6,-2.7,0.6,0.8,0,17,18,,1010.7,,33.08
2024-01-20,-4.7,-7.1,-2.7,0,30,309,32.8,,1015,,27.14
2024-01-21,-4.3,-6,0,0,30,310,31,,1026.7,,32
2024-01-22,-1.2,-3.2,3.3,0,0,264,17.6,,1033,,37.94
2024-01-23,2.9,1.7,5,0.8,0,291,10.8,,1032.1,,41
2024-01-24,3.7,2.8,6.7,1.8,0,65,9.7,,1030.7,,44.06
2024-01-25,9.7,5,13.9,5.6,0,14,10.4,,1020.5,,57.02
2024-01-26,6.2,4.4,7.2,5.3,0,54,15.5,,1018,,44.96
2024-01-27,6.1,5,8.3,0,0,62,8.6,,1021.9,,46.94
2024-01-28,4.8,3.3,6.1,23.6,0,45,21.2,,1009.7,,42.98
2024-01-29,3.1,2.2,3.9,1.8,0,356,19.4,,1010.9,,39.02
2024-01-30,2.5,1.7,3.9,0,0,81,14.4,,1022.1,,39.02
2024-01-31,2.4,0.6,4.4,0,0,118,10.4,,1019.9,,39.92
2024-02-01,4.8,2.8,8.3,0,0,224,12.2,,1015.2,,46.94
2024-02-02,6.2,3.3,7.8,5.8,0,339,14.4,,1012,,46.04
2024-02-03,3.1,0.6,5.6,0,0,1,19.8,,1017.1,,42.08
2024-02-04,3,-0.5,7.2,0,0,6,12.2,,1015.3,,44.96
2024-02-05,3.3,0,6.7,0,0,356,19.8,,1014.2,,44.06
2024-02-06,1.7,-1.6,6.1,0,0,24,14.8,,1021.6,,42.98
2024-02-07,3.8,0,9.4,0,0,24,8.3,,1025.4,,48.92
2024-02-08,5.8,1.7,11.1,0,0,90,10.4,,1025.4,,51.98
2024-02-09,7.3,5.6,10.6,0,0,176,13.7,,1018.8,,51.08
2024-02-10,8.8,3.9,15.6,0,0,187,9,,1010.6,,60.08
2024-02-11,9.4,6.1,13.3,0,0,323,15.8,,1012.5,,55.94
2024-02-12,5.7,3.3,8.3,0,0,20,11.9,,1011.8,,46.94
2024-02-13,2.9,0.6,5,16.3,30,347,23.4,,1003.3,,41
2024-02-14,1.8,-1,3.9,0,30,303,34.6,,1016,,39.02
2024-02-15,0.2,-2.1,3.3,0,0,279,17.3,,1017.5,,37.94
2024-02-16,3.9,2.2,6.1,0,0,312,25.9,,1011.1,,42.98
2024-02-17,1.1,-2.1,2.8,5.8,80,353,17.3,,1009.4,,37.04
2024-02-18,-0.1,-2.7,5,0,30,236,22.7,,1011.5,,41
2024-02-19,3.2,0,5,0,0,315,19.4,,1020.9,,41
2024-02-20,0.3,-3.2,3.3,0,0,56,13.7,,1031.7,,37.94
2024-02-21,1.1,-1,4.4,0,0,82,13.3,,1029.9,,39.92
2024-02-22,3.2,1.7,6.1,1,0,175,15.1,,1015.3,,42.98
2024-02-23,5.8,4.4,7.8,1.3,0,359,10.1,,999.2,,46.04
2024-02-24,5.8,-1.6,6.7,0,0,330,20.2,,1005.7,,44.06
2024-02-25,-0.6,-4.3,4.4,0,0,13,13.3,,1019.7,,39.92
2024-02-26,4.7,1.7,11.7,0.3,0,197,12.6,,1017.2,,53.06
2024-02-27,6.4,2.8,12.2,14,0,88,16.9,,1015,,53.96
2024-02-28,10.4,6.7,15.6,3.3,0,181,21.2,,1004.9,,60.08
2024-02-29,4.6,0,6.1,0,0,303,29.9,,1023.5,,42.98
2024-03-01,2.6,-0.5,6.7,0,0,232,16.9,,1035.1,,44.06
2024-03-02,6.1,5,12.8,35.6,0,81,15.5,,1025.2,,55.04
2024-03-03,11.8,7.8,20,0,0,346,11.2,,1021.1,,68
2024-03-04,11,7.2,15,0,0,74,15.5,,1027.7,,59
2024-03-05,6.7,5,9.4,11.9,0,54,18.4,,1020.6,,48.92
2024-03-06,8.9,6.7,10.6,40.9,0,67,14.4,,1014.9,,51.08
2024-03-07,9.3,6.7,12.2,2.5,0,355,23.4,,1011.9,,53.96
2024-03-08,7.9,4.4,12.8,0,0,65,15.8,,1024.8,,55.04
2024-03-09,6.1,5,8.3,42.7,0,114,24.5,,1016.9,,46.94
2024-03-10,7.6,2.8,10,0.5,0,292,31.7,,996.3,,50
2024-03-11,5.6,1.7,10.6,0,0,301,41,,1004,,51.08
2024-03-12,10.9,7.2,18.3,0,0,292,21.6,,1009.4,,64.94
2024-03-13,12.2,6.7,15.6,0,0,108,9.4,,1012.7,,60.08
2024-03-14,11.9,6.1,22.2,0,0,79,11.2,,1015.4,,71.96
2024-03-15,15.2,10,22.2,0,0,300,18.4,,1006.9,,71.96
2024-03-16,11.3,8.3,15,0,0,272,15.5,,1008.9,,59
2024-03-17,12.6,8.3,16.1,0,0,267,20.5,,1002.2,,60.98
2024-03-18,8.7,3.3,10,0,0,308,23.8,,1005.8,,50
2024-03-19,4.8,2.2,8.3,0,0,289,23.8,,1007.1,,46.94
2024-03-20,7.5,1.7,12.8,0.8,0,233,21.6,,1004.9,,55.04
2024-03-21,2.4,-0.5,5.6,0,0,299,29.9,,1018.8,,42.08
2024-03-22,1.7,-1.6,6.1,0,0,52,15.5,,1027.3,,42.98
2024-03-23,5.7,2.2,9.4,88.1,0,29,25.9,,1011.7,,48.92
2024-03-24,3.4,0,7.2,0,0,0,23.4,,1023.4,,44.96
2024-03-25,5.1,1.7,10,0,0,39,19.4,,1029.9,,50
2024-03-26,6.8,3.9,10.6,0,0,55,14.8,,1022.9,,51.08
2024-03-27,7.2,4.4,11.1,1,0,46,7.9,,1018.9,,51.98
2024-03-28,8.9,7.2,9.4,19.3,0,343,13.3,,1013.6,,48.92
2024-03-29,8.2,5.6,12.8,0,0,315,31.7,,1007.1,,55.04
2024-03-30,9.2,5,16.7,0.5,0,291,25.9,,1007.8,,62.06
2024-03-31,11.8,8.9,16.1,0.5,0,296,16.9,,1011,,60.98
2024-04-01,10.2,7.8,11.7,0,0,33,9.4,,1014.3,,53.06
2024-04-02,8.6,6.7,9.4,23.1,0,60,16.2,,1013.3,,48.92
2024-04-03,6.3,5,7.2,44.5,0,63,32.4,,1004.5,,44.96
2024-04-04,5.8,2.8,8.9,4.3,0,359,21.2,,995.5,,48.02
2024-04-05,6.6,3.9,10,0,0,306,24.8,,1003.3,,50
2024-04-06,7.8,5,11.7,0,0,333,24.5,,1009,,53.06
2024-04-07,9.3,6.1,13.9,0,0,6,17.3,,1017.2,,57.02
2024-04-08,11.7,7.2,18.3,0,0,291,9,,1020.1,,64.94
2024-04-09,16.2,10,23.9,0,0,45,7.9,,1016.5,,75.02
2024-04-10,12.6,6.1,15,0,0,58,17.3,,1016.8,,59
2024-04-11,10.7,8.9,16.1,6.9,0,81,20.5,,1013,,60.98
2024-04-12,15.2,12.2,17.2,7.4,0,195,29.5,,997.2,,62.96
2024-04-13,11.9,8.9,13.9,0,0,265,33.1,,1003.7,,57.02
2024-04-14,13.7,9.4,20,1.5,0,220,19.4,,1009.6,,68
2024-04-15,19.4,13.9,26.7,0,0,301,14.8,,1008.9,,80.06
2024-04-16,16.2,12.2,23.3,0,0,321,15.5,,1019,,73.94
2024-04-17,12.5,8.9,15,1,0,56,17.6,,1020.1,,59
2024-04-18,8.5,7.2,9.4,0.8,0,52,27,,1018.6,,48.92
2024-04-19,9.4,7.2,13.9,0,0,86,13.3,,1019.9,,57.02
2024-04-20,12.5,8.3,20,1.8,0,242,15.8,,1013.6,,68
2024-04-21,9.3,6.7,11.1,0,0,308,16.9,,1015.7,,51.98
2024-04-22,10.4,6.7,15.6,0,0,306,15.1,,1017.6,,60.08
2024-04-23,11.3,7.2,15.6,0,0,164,16.9,,1019.2,,60.08
2024-04-24,13.2,9.4,20.6,0,0,273,16.9,,1012.2,,69.08
2024-04-25,9.8,5.6,12.2,0,0,73,17.3,,1025.8,,53.96
2024-04-26,9.3,6.1,14.4,0,0,118,13.7,,1031.1,,57.92
2024-04-27,10.4,7.2,14.4,0.3,0,180,16.9,,1031.6,,57.92
2024-04-28,14.3,10.6,24.4,0,0,193,10.4,,1020.7,,75.92
2024-04-29,21.2,15,29.4,0,0,141,14,,1015,,84.92
2024-04-30,14.2,10,16.1,0,0,48,24.8,,1013.3,,60.98
2024-05-01,14.8,10.6,24.4,0,0,126,11.9,,1013.1,,75.92
2024-05-02,15.2,10.6,24.4,0,0,143,14.4,,1014.1,,75.92
2024-05-03,14.6,11.1,16.7,0,0,86,15.1,,1021.2,,62.06
2024-05-04,12.3,10,16.1,0,0,106,15.8,,1025.7,,60.98
2024-05-05,10.6,9.4,11.7,9.4,0,117,15.8,,1023.8,,53.06
2024-05-06,14.9,11.1,23.3,0,0,47,9.4,,1014.8,,73.94
2024-05-07,20.3,15.6,26.7,0,0,25,12.6,,1007.9,,80.06
2024-05-08,21.9,16.7,30,5.3,0,197,18.4,,1001.9,,86
2024-05-09,20.1,13.3,21.1,0,0,0,16.2,,1006.1,,69.98
2024-05-10,12.3,10,13.3,5.3,0,76,18.4,,1008.3,,55.94
2024-05-11,11.8,9.4,16.1,0,0,85,16.9,,1010.6,,60.98
2024-05-12,10.7,9.4,13.3,2.5,0,180,13.7,,1012.9,,55.94
2024-05-13,13,10,18.3,0,0,217,12.2,,1017.2,,64.94
2024-05-14,16.8,12.8,22.8,0.5,0,179,12.2,,1015.3,,73.04
2024-05-15,15.9,14.4,17.8,4.8,0,49,20.9,,1009.6,,64.04
2024-05-16,16.1,15,18.9,4.1,0,24,24.1,,1006.1,,66.02
2024-05-17,17.6,14.4,22.2,0.3,0,53,13.7,,1013.4,,71.96
2024-05-18,17.4,15,20.6,0.5,0,50,10.4,,1014.8,,69.08
2024-05-19,17.9,13.9,22.8,0,0,53,13.3,,1015.3,,73.04
2024-05-20,16.7,13.9,21.7,0,0,105,12.2,,1016.7,,71.06
2024-05-21,19.5,15,27.8,0,0,189,12.6,,1014.9,,82.04
2024-05-22,23.3,20,28.9,0,0,196,17.3,,1013.5,,84.02
2024-05-23,22.9,19.4,27.2,10.4,0,210,11.9,,1010.9,,80.96
2024-05-24,24.9,19.4,30,0,0,295,10.1,,1009.8,,86
2024-05-25,22.6,18.3,26.7,0,0,92,12.2,,1011.2,,80.06
2024-05-26,21.8,17.8,27.8,0,0,146,13,,1012.2,,82.04
2024-05-27,21.1,18.9,25,18.8,0,160,18.4,,1009.6,,77
2024-05-28,22.1,18.3,27.8,0,0,274,18.4,,1006.7,,82.04
2024-05-29,20.7,16.1,25,7.4,0,318,13,,1012.1,,77
2024-05-30,17.8,13.9,21.7,3,0,359,15.1,,1014.1,,71.06
2024-05-31,19.7,16.1,24.4,0,0,336,18.7,,1019.5,,75.92
2024-06-01,22.5,17.8,29.4,0,0,294,13.3,,1019.9,,84.92
2024-06-02,24.8,20.6,28.3,0,0,230,10.8,,1016.4,,82.94
2024-06-03,25.4,21.1,30,0,0,174,10.1,,1012.5,,86
2024-06-04,22.7,17.8,27.2,0,0,98,14.8,,1015.5,,80.96
2024-06-05,21.7,18.9,27.2,0.3,0,169,15.5,,1012.2,,80.96
2024-06-06,23.2,20.6,28.3,15.5,0,168,10.8,,1000.9,,82.94
2024-06-07,24.2,19.4,29.4,0,0,305,13.7,,1002,,84.92
2024-06-08,21.9,18.3,26.1,0,0,277,20.5,,1007.2,,78.98
2024-06-09,22.8,18.3,24.4,0,0,260,18.4,,1002.6,,75.92
2024-06-10,20.7,16.7,24.4,0,0,312,17.6,,1004.4,,75.92
2024-06-11,19.8,16.1,24.4,0,0,21,10.1,,1012.6,,75.92
2024-06-12,20.9,17.2,25.6,0,0,321,10.8,,1016,,78.08
2024-06-13,23.4,17.8,29.4,0,0,181,14.4,,1015.2,,84.92
2024-06-14,24.8,19.4,30.6,6.4,0,177,13.7,,1011.5,,87.08
2024-06-15,22.4,19.4,27.8,0,0,348,16.2,,1014.8,,82.04
2024-06-16,21.3,17.2,24.4,0,0,87,16.2,,1022.8,,75.92
2024-06-17,23.1,18.9,28.9,0,0,183,16.9,,1021.6,,84.02
2024-06-18,25.9,22.8,30,0,0,188,18.4,,1023.2,,86
2024-06-19,26,22.8,31.7,0,0,184,16.6,,1026.4,,89.06
2024-06-20,27.3,23.3,34.4,0,0,196,14.4,,1024.7,,93.92
2024-06-21,29.4,23.9,36.1,0,0,239,14,,1020.1,,96.98
2024-06-22,27.2,22.2,34.4,4.8,0,80,10.8,,1015.4,,93.92
2024-06-23,27.9,21.1,35,0,0,187,18.7,,1006,,95
2024-06-24,26.2,22.2,27.2,0,0,289,30.6,,1003.5,,80.96
2024-06-25,25.8,21.1,32.8,0,0,281,22,,1011,,91.04
2024-06-26,28.5,21.1,33.9,5.1,0,197,18.4,,1006.8,,93.02
2024-06-27,24.4,20.6,30,6.1,0,303,19.1,,1008.1,,86
2024-06-28,21.8,17.8,25.6,0,0,95,15.5,,1020,,78.08
2024-06-29,22.3,19.4,27.2,1.3,0,167,22,,1020.2,,80.96
2024-06-30,25.4,20.6,31.1,3,0,212,16.9,,1012.6,,87.98
2024-07-01,22.4,18.3,26.1,0,0,343,23,,1016.2,,78.98
2024-07-02,23.9,19.4,28.3,0,0,65,13.7,,1022.9,,82.94
2024-07-03,24.4,20,28.3,0,0,191,16.9,,1021.3,,82.94
2024-07-04,24.9,21.7,30,0.8,0,180,14.4,,1013.7,,86
2024-07-05,26.7,23.3,32.2,2.8,0,181,11.9,,1009.2,,89.96
2024-07-06,26.6,22.2,33.3,3,0,158,11.9,,1010.1,,91.94
2024-07-07,28.3,23.9,32.8,0,0,41,9.7,,1014.4,,91.04
2024-07-08,28.3,23.3,33.3,0,0,97,12.2,,1016.1,,91.94
2024-07-09,26.7,23.3,31.1,0,0,168,14.8,,1014.1,,87.98
2024-07-10,28.6,23.9,31.7,0,0,171,22.3,,1010.5,,89.06
2024-07-11,27.2,23.9,32.2,0.8,0,214,17.3,,1012.8,,89.96
2024-07-12,26.9,23.3,30,1.5,0,183,12.2,,1020.4,,86
2024-07-13,26,22.8,30.6,35.6,0,179,9.4,,1019.8,,87.08
2024-07-14,27.6,23.3,32.2,0,0,129,13,,1015.9,,89.96
2024-07-15,28.6,23.9,36.1,4.6,0,191,15.5,,1010.8,,96.98
2024-07-16,31.3,24.4,36.1,0,0,186,18,,1008.4,,96.98
2024-07-17,28.9,22.8,31.7,34.8,0,202,14.4,,1009.4,,89.06
2024-07-18,25.8,23.3,30,0,0,326,15.8,,1011.9,,86
2024-07-19,25.1,20.6,29.4,0,0,354,13.3,,1018.5,,84.92
2024-07-20,25.7,22.2,30,0,0,207,13.3,,1018.5,,86
2024-07-21,26.7,24.4,30.6,0,0,198,12.2,,1016.3,,87.08
2024-07-22,26.2,21.7,28.9,3.6,0,174,14.8,,1017.2,,84.02
2024-07-23,23.2,21.1,26.1,5.1,0,48,14,,1016.4,,78.98
2024-07-24,23.1,21.7,26.1,0,0,48,15.5,,1019.1,,78.98
2024-07-25,25.6,23.3,29.4,0,0,297,14.4,,1017,,84.92
2024-07-26,24.3,20,27.8,0,0,354,17.3,,1018.4,,82.04
2024-07-27,25.6,21.1,29.4,0,0,59,9.4,,1019.7,,84.92
2024-07-28,26.2,22.8,30,0,0,62,12.6,,1019.1,,86
2024-07-29,24.4,20.6,28.9,2.3,0,151,15.1,,1014.6,,84.02
2024-07-30,26.4,23.3,30,0,0,172,20.9,,1013.7,,86
2024-07-31,27.2,24.4,35.6,2.5,0,204,18.4,,1011.6,,96.08
2024-08-01,29,25,35,0,0,271,11.2,,1013,,95
2024-08-02,30,23.9,34.4,18.5,0,145,13.7,,1011.1,,93.92
2024-08-03,27.7,23.3,33.3,26.7,0,214,12.2,,1009.4,,91.94
2024-08-04,24.8,22.8,28.9,4.3,0,221,14,,1012.7,,84.02
2024-08-05,27.2,23.9,32.8,0,0,207,11.2,,1015.1,,91.04
2024-08-06,28.1,22.2,32.8,52.1,0,211,14.4,,1012.9,,91.04
2024-08-07,20.7,18.3,22.8,3,0,65,20.9,,1014.9,,73.04
2024-08-08,19.8,18.3,21.1,6.9,0,63,17.6,,1018.2,,69.98
2024-08-09,24.9,21.1,28.9,1,0,160,29.9,,1011.7,,84.02
2024-08-10,26.4,23.9,30.6,0,0,285,17.3,,1012.3,,87.08
2024-08-11,25.3,22.2,27.8,0,0,287,13,,1014.9,,82.04
2024-08-12,23.9,21.1,27.8,0.3,0,314,11.5,,1014.7,,82.04
2024-08-13,22.9,18.9,27.2,0,0,341,14,,1015.9,,80.96
